variant,label,step,mean_reward,std_reward_across_seeds,n_seeds,n_points
full_o2o_iql,Full O2O-IQL,17982,-4.5552758929686386,0.0,1,1
full_o2o_iql,Full O2O-IQL,18038,-7.75839358916042,0.0,1,1
full_o2o_iql,Full O2O-IQL,18105,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,18161,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,18355,-1.3752540075268693,0.0,1,1
full_o2o_iql,Full O2O-IQL,18399,-8.382855492395246,0.0,1,1
full_o2o_iql,Full O2O-IQL,18457,-3.678476520248859,0.0,1,1
full_o2o_iql,Full O2O-IQL,18490,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,18619,-0.036462212219242,0.0,1,1
full_o2o_iql,Full O2O-IQL,18641,-1.3916722237604997,0.0,1,1
full_o2o_iql,Full O2O-IQL,18707,-0.8328108770671758,0.0,1,1
full_o2o_iql,Full O2O-IQL,18762,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,18976,-1.6872117418880597,0.0,1,1
full_o2o_iql,Full O2O-IQL,19029,-0.11327685625755765,0.0,1,1
full_o2o_iql,Full O2O-IQL,19106,-17.44971611618287,0.0,1,1
full_o2o_iql,Full O2O-IQL,19166,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,19191,-3.3356624569937243,0.0,1,1
full_o2o_iql,Full O2O-IQL,19327,-0.05310559006211178,0.0,1,1
full_o2o_iql,Full O2O-IQL,19356,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,19529,-0.4119479507115477,0.0,1,1
full_o2o_iql,Full O2O-IQL,19561,-5.098316126118786,0.0,1,1
full_o2o_iql,Full O2O-IQL,19610,-0.5671017205320834,0.0,1,1
full_o2o_iql,Full O2O-IQL,19638,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,19749,-0.07734647962237548,0.0,1,1
full_o2o_iql,Full O2O-IQL,19888,-0.31381900646916594,0.0,1,1
full_o2o_iql,Full O2O-IQL,19948,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,19949,-8.408377567798878,0.0,1,1
full_o2o_iql,Full O2O-IQL,20061,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,20242,-2.4602164632790826,0.0,1,1
full_o2o_iql,Full O2O-IQL,20388,-3.388905876524005,0.0,1,1
full_o2o_iql,Full O2O-IQL,20429,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,20474,-41.15009961923631,0.0,1,1
full_o2o_iql,Full O2O-IQL,20531,-0.1603070777047774,0.0,1,1
full_o2o_iql,Full O2O-IQL,20632,-0.014778325123152709,0.0,1,1
full_o2o_iql,Full O2O-IQL,20745,-4.097586381624908,0.0,1,1
full_o2o_iql,Full O2O-IQL,20756,-0.014891044478325866,0.0,1,1
full_o2o_iql,Full O2O-IQL,20917,-6.678317978264106,0.0,1,1
full_o2o_iql,Full O2O-IQL,21062,-26.92462235255478,0.0,1,1
full_o2o_iql,Full O2O-IQL,21094,-0.6344719793077048,0.0,1,1
full_o2o_iql,Full O2O-IQL,21177,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,21211,-0.035295602695648506,0.0,1,1
full_o2o_iql,Full O2O-IQL,21427,-0.618409754754169,0.0,1,1
full_o2o_iql,Full O2O-IQL,21496,-4.819252961197178,0.0,1,1
full_o2o_iql,Full O2O-IQL,21514,-3.460168656325327,0.0,1,1
full_o2o_iql,Full O2O-IQL,21719,-0.32273976250239267,0.0,1,1
full_o2o_iql,Full O2O-IQL,21809,-7.527829200254523,0.0,1,1
full_o2o_iql,Full O2O-IQL,21972,-52.63474630592507,0.0,1,1
full_o2o_iql,Full O2O-IQL,22008,-5.968734487943342,0.0,1,1
full_o2o_iql,Full O2O-IQL,22216,-0.9096452315362732,0.0,1,1
full_o2o_iql,Full O2O-IQL,22222,-19.567333246745758,0.0,1,1
full_o2o_iql,Full O2O-IQL,22433,-13.212778311074807,0.0,1,1
full_o2o_iql,Full O2O-IQL,22579,-7.130231821226091,0.0,1,1
